tweet,prediction
We can only confront a challenge like Zika when we come together. It's time for Republicans to fund this fight: https://t.co/9jNGrpj5Nt -H,Neither
Jeff Zucker failed @NBC and he is now failing @CNN.,Neither
"If you've ever wondered what Hillary's like as a friend, you could ask Janelle. https://t.co/t6egqFasOK",Neither
".@CNN is unwatchable. Their news on me is fiction. They
are a disgrace to the broadcasting industry and an arm of the Clinton campaign.",Neither
Making the wrong choice on climate change would be a disaster for our kids and grandkids. https://t.co/dhc0OABqml,Neither
The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!,Neither
"The next time Trump throws a tantrum, picture him in the Situation Room making life-or-death decisions for us. https://t.co/YjyAe2IMzr",Neither
Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! #ImWithYou #MAGA https://t.co/C5ipaxUN7B,Neither
"The most important quality in a president and Commander-in-Chief is steadiness—an absolute, rock solid steadiness. https://t.co/QwQBzZc0xb",Neither
"Unlike Trump's, this plan to defeat ISIS isn’t a “secret.” https://t.co/vJq6LUMuPW",Neither
It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails &amp,Neither
"More poll results from last nights Commander-in-Chief Forum. 
#AmericaFirst #TrumpTrain https://t.co/FxyBL6fO1h",Neither
"We need a president who will do justice, love kindness, and walk humbly. https://t.co/m1814vekWO",Neither
We need a president who understands that none of us has all the answers and no one person can fix our problems alone.,Neither
"""Everyone here...has stumbled on their own stony roads. It’s grace that lifts us up, grace that leads us home.” —Hillary to the @nbcusa_inc",Neither
"""Humility is not something you hear much about in politics, is it? But we should. None of us is perfect."" —Hillary",Neither
"Do all the good you can,
for all the people you can,
in all the ways you can,
for as long as you can. https://t.co/d0KRFBYW98",Neither
"This election is too important for anyone to sit on the sidelines.

Make sure your friends are registered to vote. https://t.co/tTgeqy51PU",Neither
"Let's beat back the assault on voting rights—a blast from the Jim Crow past that must be stopped.

We should expand voting rights instead.",Neither
"Every child should be able to live up to their God-given potential, no matter where they come from, what they look like, or who they love.",Neither
"Together, we’ll face head-on the reality of systemic racism and work to reform our criminal justice system. https://t.co/ZdPJoscLBX",Neither
Rosa Parks opened up every seat on the bus—now it’s our job to create more good jobs so everyone can afford the fare.,Neither
None of us can sit back while the epidemic of gun violence ravages our country. https://t.co/PSLPh3Ihnt,Neither
"We have to work together to make sure every child has clean water to drink and air to breathe and good schools, no matter their zip code.",Neither
"""Thank you for loving all people, especially 'the least, the last, and the lost' among us."" —Hillary to the @nbcusa_inc",Neither
"Anyone who looks at the African American community and sees only poverty, crime, and despair is missing so much. https://t.co/qdx99XN9nG",Neither
Hillary’s talking to @nbcusa_inc about her faith live in Kansas City. Watch here: https://t.co/nhX3lDn3Eb,Neither
"When it comes to mental health, help should be focused on treatment, not judgment. https://t.co/IG5sP5qpbG",Neither
7 ways Donald Trump proved he’s not ready to be Commander-in-Chief (in less than 30 minutes): https://t.co/iwW6bqyxP5,Neither
Last nights results - in poll taken by NBC. #AmericaFirst #ImWithYou https://t.co/sCOnny1fl3,Neither
"Hillary chats favorite books, handling criticism, and life on the trail in episode 3 of With Her. Listen here 🎧 : https://t.co/3t2bb1d1mT",Neither
Hillary cree que la verdadera fuerza se encuentra en lo que hacemos por los demás. Vea nuestro nuevo anuncio. https://t.co/nq5yLZIgUZ,Neither
"With Luis, Mexico and the United States would have made wonderful deals together - where both Mexico and the US would have benefitted.",Neither
Mexico has lost a brilliant finance minister and wonderful man who I know is highly respected by President Peña Nieto.,Neither
"At last night's forum, Trump disrespected our generals, our country, and women in the military—but he praised Putin. https://t.co/I08j5ap1DX",Neither
We can build a future where we’re stronger together. That’s who we are as Americans. Text JOIN to 47246 to get involved.,Neither
"""As your Commander-in-Chief, I will not trash our country’s most cherished values. I will defend them.” —Hillary",Neither
We’re going to guarantee equal pay for women. It is long overdue. https://t.co/BXLf58T6nE,Neither
What’s the best way to stand up for voting rights? Get registered: https://t.co/tTgeqxNqYm,Neither
Hillary’s speaking in North Carolina on her vision to build an economy that works for everyone. Tune in: https://t.co/5VPr9qVgkv,Neither
Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.,Neither
Hillary Clinton is supporting a bill that would protect benefits for former coal miners https://t.co/4gLC6U1swR https://t.co/ZCahhAvT9Q,Neither
"Before Hillary, the last Democrat the @DallasNews endorsed was FDR: https://t.co/4Phexk1OOG",Neither
"The House should reject H.R. 5424, which rolls back important rules on Wall Street money managers and puts workers’ retirements at risk.",Neither
Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,Neither
Last nights winner was clear &amp,Neither
"Donald Trump ""absolutely"" stands behind his horrible 2013 tweet about sexual assault in the military https://t.co/c7mAsS1a06",Neither
"Last night, Trump chose to talk about his deep admiration and support for Putin.

Maybe he did it with a smile. https://t.co/IjcqT5Z4KZ",Neither
"The next time Donald Trump throws a temper tantrum, imagine if he had the nuclear codes. https://t.co/m11adVj9v8",Neither
"“I love this country. I will serve it with my entire heart, mind, and soul.” —Hillary on the tarmac to reporters",Neither
"""A rough night for Hillary Clinton""  ABC News.",Neither
There's only one candidate in this election who's ready to be America's Commander-in-Chief. https://t.co/NarHADLKi2,Neither
"Wow, reviews are in - THANK YOU!",Neither
COMING UP @GenFlynn @newtgingrich on @foxandfriends,Neither
Thank you to @foxandfriends for the nice reviews of last night.,Neither
Thank you America - great #CommanderInChiefForum polls! https://t.co/Rcu6KaRGCB,Neither
Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!,Neither
Imagine this man in charge of our men and women in uniform. https://t.co/IyZ3kBGBzm,Neither
"Trump to Matt Lauer on Iraq: ""I was totally against the war."" Here's proof Trump is lying: https://t.co/6ZhgJMUhs3 https://t.co/PJXG20q9LJ",Neither
"Actually, that’s just what taking the office of President seriously looks like. https://t.co/Pyn92mesom",Neither
"Trump's unpresidential trifecta tonight:
1. Attack our generals
2. Praise Putin
3. Blame women in combat for sexual assault
#NBCNewsForum",Neither
Trump tried to prove he'd be fit to serve as president...by comparing @POTUS unfavorably to Putin. #NBCNewsForum https://t.co/zCZ0NfYcTT,Neither
I really can't believe I just saw a Republican nominee for president heap praise on a thuggish Russian leader while denigrating our military,Neither
"Donald Trump is unqualified and totally unfit to be Commander-in-Chief.

You can stop him. Register to vote today: https://t.co/tTgeqxNqYm",Neither
Text QUALIFIED to 47246 if you agree there was only one candidate tonight who showed she's ready to be the next president.,Neither
"Donald Trump could be our next Commander-in-Chief.

Chip in to make sure it never happens: https://t.co/GbWxtTLvDe #NBCNewsForum",Neither
"""It is a correct tweet."" —Donald Trump, just now #NBCNewsForum  https://t.co/EyNuOmY8oF",Neither
"Donald Trump's super secret plan to fight ISIS is still a super secret. #NBCNewsForum 
https://t.co/SBbCVgeaQD",Neither
A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA,Neither
"The worst part is, this isn’t the first time Donald Trump has praised Russia and Putin. #NBCNewsForum https://t.co/N6ySNILYMx",Neither
No todas las heridas son visibles. Los veteranos merecen el mejor cuidado de salud mental disponible. #NBCNewsForum https://t.co/fMb7IHyFiC,Neither
"“I have a very good brain.” —Donald Trump on his foreign policy advisors

(Himself.) https://t.co/48MePwjHh9",Neither
"In 2002, Donald Trump said he supported invading Iraq https://t.co/B3071OFSQy https://t.co/On1ZfL88eC",Neither
"Tonight, Trump is going to try and claim he's ready to be Commander-in-Chief. The facts say otherwise. 

Follow @TheBriefing2016 to see why.",Neither
Not every wound can be seen. Our veterans deserve the best mental health services we can give. #NBCNewsForum https://t.co/vHoPy09BvC,Neither
"Unlike her opponent, Hillary's plan to defeat ISIS is not a secret. #NBCNewsForum https://t.co/oD3OtTss9z",Neither
We need to do everything we can to remove barriers to the health care our veterans need—whether physical or mental. #NBCNewsForum,Neither
"""I will not let the VA be privatized."" —Hillary https://t.co/FRkf6AnS2f #NBCNewsForum",Neither
"Hillary has spent decades fighting for veterans, members of the military, and their families. https://t.co/GJ0NmH6hYn #NBCNewsForum",Neither
"Our next Commander-in-Chief needs to have the steadiness, strength, and judgment to make life and death decisions. https://t.co/UV6XBW7GCM",Neither
"It takes experience, toughness, and a steady temperament to be our Commander-in-Chief. #NBCNewsForum https://t.co/d5m0pXRMQG",Neither
Donald Trump has proven over and over again that he's unfit to be our Commander-in-Chief. https://t.co/uLoHJdzXte,Neither
A person who trash talks our own military should never set foot in the Oval Office. https://t.co/h04p4QF1xz,Neither
"""We must be a force for unity in America, for a vision that includes all of us."" —Gen. John Allen at the DNC https://t.co/AyI3H0mrdd",Neither
